鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
南港區,房地(土地+建物)+車位,經貿二路235巷31~60號,54.54,都市：其他:住宅區(供商務住宅使用)。,,,1090901,土地1建物1車位2,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1031204,330.29999999999995,3,2,3,有,有,77580000,234877,坡道平面,55.14,0,,RPPNMLLKIIPFFDA37DA,167.95,0.0,17.09,有
中山區,房地(土地+建物)+車位,植福路286巷1~30號,47.95,都市：其他:娛樂區(供觀光旅館使用)。,,,1090512,土地1建物1車位2,二十五層,四十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031229,433.56,0,0,0,無,有,229500000,529338,坡道平面,75.8,0,,RPSOMLMKIIPFFCA77DA,221.8,2.04,26.39,有
內湖區,房地(土地+建物)+車位,民權東路六段180巷42弄1~30號,10.1,都市：其他:第三種商業區。,,,1090831,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,140.3,1,2,1,有,有,23800000,169636,坡道平面,41.04,0,,RPPNMLNJRHPFFCA18DA,58.74,2.82,4.21,有
萬華區,房地(土地+建物)+車位,內江街31~60號,13.88,都市：其他:第四種商業區。,,,1090721,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060104,186.4,3,2,1,有,有,38500000,218036,坡道機械,14.41,1000000,,RPQPMLRJIIPFFBA97DA,99.71,8.02,7.69,有
萬華區,房地(土地+建物)+車位,長沙街二段121~150號,13.98,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第肆種住宅區)。,,,1090904,土地2建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,187.61,3,2,2,有,有,29800000,186994,坡道平面,43.22,2800000,,RPWPMLOLRHPFFBA66DA,78.33,5.32,11.96,有
中正區,房地(土地+建物),廈門街113巷1~30號,8.77,都市：其他:第二種商業區。,,,1090712,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970417,100.57,2,2,2,有,有,20800000,206821,,0.0,0,其他增建;,RPWOMLQJIIPFFAA28DA,55.26,5.08,6.57,有
大同區,房地(土地+建物),華亭街1~30號,7.62,都市：其他:第三種商業區。,,,1090902,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971111,78.13,2,1,1,有,有,13800000,176629,,0.0,0,,RPVNMLSKRHPFFBA66DA,51.26,4.93,3.54,有
文山區,房地(土地+建物)+車位,福興路61~90號,18.58,都市：其他:市場用地(公共設施用地)。58/4/28,,,1090815,土地3建物1車位1,十層，電梯樓梯間,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841030,141.28,3,2,2,有,有,17000000,120337,坡道平面,0.0,0,其他增建;,RPPNMLLKIIPFFAA07DA,119.17,3.04,8.2,有
萬華區,房地(土地+建物)+車位,西寧南路121~150號,9.31,都市：其他:第四種商業區。,,,1090903,土地1建物2車位2,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,230.91000000000003,2,2,2,有,有,48000000,207873,坡道機械,0.0,0,陽台外推;其他增建;,RPPNMLOLRHPFFBA38DA,98.44,12.61,5.63,有
萬華區,房地(土地+建物)+車位,康定路91~120號,9.14,都市：其他:第四種商業區。,,,1090818,土地1建物1車位1,十九層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050331,163.94,3,2,2,有,有,26360000,160791,坡道平面,0.0,0,,RPOOMLRJIIPFFBA67DA,76.52,5.03,4.44,有
中山區,房地(土地+建物)+車位,中山北路二段121~150號,15.99,都市：其他:第三種商業區。,,,1070516,土地1建物2車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090721,173.63,3,2,2,有,有,51070000,314659,升降機械,19.59,2600000,預售屋、或土地及建物分次登記案件;,RPWNMLQLRHPFFCA76DA,88.61,5.0,8.75,有
內湖區,房地(土地+建物)+車位,新富街151~180號,54.32,都市：其他:住宅區。,,,1090814,土地1建物1車位2,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,377.75,4,3,3,有,有,69800000,184778,坡道平面,84.86,0,,RPUQMLQJIIPFFCA48DA,171.77,7.88,19.64,有
中山區,房地(土地+建物)+車位,吉林路1~30號,36.36,都市：其他:第三種住宅區。,,,1090909,土地1建物1車位2,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070511,270.69,3,2,2,有,有,64080000,325372,坡道平面,95.26,7000000,,RPRNMLSJIIPFFCA08DA,103.23,6.41,12.59,有
松山區,房地(土地+建物),南京東路五段211~240號,4.42,都市：其他:聯合開發區(捷)。,,,1090814,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.5,0,1,1,有,有,13100000,236036,,0.0,0,其他增建;,RPQQMLSKRHPFFDA66DA,31.52,1.39,3.65,有
大安區,房地(土地+建物),復興南路二段31~60號,4.96,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090715,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,58.08,1,1,1,有,有,18840000,324380,,0.0,0,,RPWOMLTLRHPFFFA47DA,30.71,1.51,3.37,有
大安區,房地(土地+建物)+車位,復興南路二段31~60號,6.39,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1061026,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,93.42,1,1,1,有,有,26370000,282274,升降機械,0.0,2400000,,RPXOMLTLRHPFFFA57DA,40.26,1.55,3.39,有
大安區,房地(土地+建物),復興南路二段31~60號,5.04,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1071113,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,59.0,1,1,1,有,有,18750000,317797,,0.0,0,,RPTNMLNJIIPFFFA08DA,31.34,1.44,3.38,有
大安區,房地(土地+建物),復興南路二段31~60號,5.07,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1071113,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,78.26,1,1,1,有,有,20850000,266420,,0.0,0,,SPTNMLNJIIPFFFA18DA,30.91,1.59,3.49,有
大安區,房地(土地+建物),復興南路二段31~60號,4.96,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1071113,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,58.16,1,1,1,有,有,18380000,316025,,0.0,0,,TPTNMLNJIIPFFFA28DA,30.71,1.59,3.37,有
大安區,房地(土地+建物),復興南路二段31~60號,5.04,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1071113,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1090803,78.55,1,1,1,有,有,21280000,270910,,0.0,0,,UPTNMLNJIIPFFFA38DA,31.51,1.44,3.21,有
大安區,房地(土地+建物),建國南路一段291巷1~30號,13.16,都市：其他:道路用地(公共設施用地)。62/3/7,,,1090829,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760226,89.17,3,2,2,有,有,24500000,274756,,0.0,0,陽台外推;,RPVNMLSJIIPFFFA78DA,76.48,0.0,12.69,有
萬華區,房地(土地+建物)+車位,中華路二段364巷1~30號,37.76,都市：其他:第三種住宅區。,,,1090906,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010625,174.87,3,2,2,有,有,28280000,161720,坡道平面,0.0,0,,RPUOMLSJRHPFFBA66EA,94.63,0.0,9.16,有
松山區,房地(土地+建物),民生東路五段151~180號,15.75,都市：其他:第三種商業區(民生社區特定專用區)。,,,1090908,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720915,171.26,3,2,2,有,有,35220000,205652,,0.0,0,,RPPPMLRJIIPFFDA18EA,124.56,0.0,10.32,有
大安區,房地(土地+建物)+車位,金山南路二段181~210號,20.11,都市：其他:第三之一種住宅區(特)。,,,1090912,土地4建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080910,175.89999999999998,3,2,2,有,有,54000000,390098,坡道平面,45.42,3100000,,RPQOMLSJIIPFFFA48EA,82.6,0.0,6.28,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,14.23,都市：其他:第三種住宅區。,,,1070425,土地2建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,158.65,1,1,2,有,無,60110000,461985,坡道平面,34.49,2750000,預售屋、或土地及建物分次登記案件;,RPUNMLMKIIPFFFA28EA,73.03,2.91,7.99,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1070425,土地2建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,127.72,1,1,1,有,無,43310000,459694,坡道平面,40.14,3050000,預售屋、或土地及建物分次登記案件;,RPVNMLMKIIPFFFA38EA,53.56,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1070425,土地2建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,122.72999999999999,1,1,1,有,無,46730000,498413,坡道平面,34.49,2750000,預售屋、或土地及建物分次登記案件;,RPWNMLMKIIPFFFA48EA,54.05,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,13.89,都市：其他:第三種住宅區。,,,1070425,土地2建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,162.48000000000002,1,1,2,有,無,56350000,434036,坡道平面,40.14,3250000,預售屋、或土地及建物分次登記案件;,RPXNMLMKIIPFFFA58EA,71.39,2.91,8.39,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,14.23,都市：其他:第三種住宅區。,,,1070505,土地2建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,164.22000000000003,1,1,2,有,無,57050000,435203,坡道平面,40.14,3050000,預售屋、或土地及建物分次登記案件;,RPOOMLMKIIPFFFA77EA,126.59,2.91,12.92,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1070505,土地2建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,127.62,1,2,1,有,無,43810000,463649,坡道平面,40.14,3250000,預售屋、或土地及建物分次登記案件;,RPPOMLMKIIPFFFA87EA,53.56,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1071012,土地2建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,128.37,1,1,1,有,無,45030000,473535,坡道平面,40.14,3250000,預售屋、或土地及建物分次登記案件;,RPQOMLMKIIPFFFA97EA,54.05,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,13.89,都市：其他:第三種住宅區。,,,1071012,土地2建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,161.91,1,1,2,有,無,58240000,451589,坡道平面,40.14,3250000,預售屋、或土地及建物分次登記案件;,RPROMLMKIIPFFFA08EA,71.04,2.91,8.39,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,14.23,都市：其他:第三種住宅區。,,,1050419,土地2建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,164.14,1,1,2,有,無,60042500,458001,坡道平面,40.03,3200000,預售屋、或土地及建物分次登記案件;,RPXNMLNKIIPFFFA68EA,88.05,2.91,7.99,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1050419,土地2建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,122.14999999999999,1,1,1,有,無,45659700,487539,坡道平面,34.65,3000000,預售屋、或土地及建物分次登記案件;,RPOOMLNKIIPFFFA87EA,66.56,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1050419,土地2建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,128.26,1,1,1,有,無,45796100,482785,坡道平面,40.03,3200000,預售屋、或土地及建物分次登記案件;,RPPOMLNKIIPFFFA97EA,69.07,0.0,4.93,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,13.89,都市：其他:第三種住宅區。,,,1050419,土地2建物1車位1,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,156.42000000000002,1,1,2,有,無,59063400,460366,坡道平面,34.64,3000000,預售屋、或土地及建物分次登記案件;,RPQOMLNKIIPFFFA08EA,84.04,2.91,8.39,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,14.4,都市：其他:第三種住宅區。,,,1081210,土地2建物1車位2,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,204.37,1,1,2,有,無,60190000,448787,坡道平面,80.28,4500000,,RPROMLNKIIPFFFA18EA,73.03,2.91,7.99,有
大安區,房地(土地+建物)+車位,信義路二段61~90號,10.33,都市：其他:第三種住宅區。,,,1081210,土地2建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080903,127.62,1,2,1,有,無,42556000,459602,坡道平面,40.14,2350000,,RPSOMLNKIIPFFFA28EA,53.56,0.0,4.93,有
北投區,房地(土地+建物)+車位,文林北路121~150號,13.29,都市：其他:第三之二種住宅區。,,,1090917,土地1建物1車位1,七層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060220,198.69,3,2,2,有,有,44800000,229312,坡道平面,15.01,2680000,,RPWPMLNKIIPFFEA68EA,91.35,12.07,13.41,有
北投區,房地(土地+建物)+車位,光明路151巷1~30號,13.6,都市：其他:第三種商業區。,,,1090912,土地1建物1車位1,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030530,186.27999999999997,3,2,2,有,有,28500000,152995,坡道平面,41.24,0,,RPXPMLNKIIPFFEA78EA,85.15,3.06,10.25,有
內湖區,房地(土地+建物)+車位,民權東路六段451~480號,54.26,都市：其他:第三之一種住宅區。,,,1090826,土地2建物1車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970916,301.69,4,2,3,有,有,67500000,245031,坡道平面,46.62,5000000,,RPUSMLMKIIPFFCA48EA,160.85,7.78,12.07,有
信義區,房地(土地+建物)+車位,基隆路二段151~180號,8.9,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1090906,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990901,138.23000000000002,2,1,1,有,有,28100000,203284,坡道平面,0.0,3000000,其他增建;,RPOQMLQJIIPFFDA97DA,52.99,4.13,4.23,有
信義區,房地(土地+建物),信義路五段91~120號,7.89,都市：其他:特定業務區(信義計畫特定專用區)。,,,1090824,土地1建物1車位0,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,48.400000000000006,1,1,1,有,有,15450000,319215,,0.0,0,陽台外推;含租約;,RPTPMLMKIIPFFDA08DA,26.8,1.14,4.07,有
內湖區,房地(土地+建物)+車位,內湖路二段103巷1~30號,76.23,都市：其他:第三種住宅區。,,,1081017,土地1建物1車位3,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070619,557.0799999999999,0,0,0,無,有,194200000,422001,坡道平面,119.64,9600000,,RPRPMLNKIIPFFCA87DA,231.39,4.54,34.44,有
中山區,房地(土地+建物),新生北路二段31~60號,6.07,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090824,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850718,61.71,2,2,1,有,有,12360000,200292,,0.0,0,陽台外推;,RPTRMLQJIIPFFCA48DA,37.28,1.21,7.06,有
中山區,房地(土地+建物)+車位,中山北路二段77巷1~30號,14.22,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1090910,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060524,143.13,2,2,1,有,有,34000000,329270,升降平面,47.16,2400000,,RPOQMLPJIIPFFCA77DA,54.87,3.29,6.39,有
文山區,房地(土地+建物),景興路181~210號,7.85,都市：其他:第三種商業區。,,,1090714,土地1建物1車位0,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,0850104,95.97,2,1,1,有,有,11580000,120675,,0.0,0,露台.鋁窗增建陽台外推;其他增建;,RPROMLLLRHPFFAA28DA,35.44,17.94,2.09,有
中山區,房地(土地+建物),新生北路一段31~60號,10.65,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參之壹種住宅區及第參之貳種住宅區)。,,,1090802,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770613,104.57000000000001,3,2,1,有,有,19300000,184565,,0.0,0,陽台外推;其他增建;,RPPQMLKKRHPFFCA28DA,86.81,1.32,9.66,有
內湖區,房地(土地+建物),內湖路一段1~30號,18.67,都市：其他:第三之一種住宅區。,,,1090930,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071109,122.68,2,2,2,有,有,35620000,290349,,0.0,0,,RPXPMLTLRHPFFCA37DA,0.0,0.0,0.0,有
